,no_of_adults,children,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,market_segment_type,repeated_guest,avg_price_per_room,booking_status,cx_rsvn_pcg,nights_ttl
15477,2,0,Not Selected,0,Room_Type 1,149,Online,0,89.25,1,0.0,8
15478,2,0,Meal Plan 1,0,Room_Type 1,87,Online,0,97.71,1,0.0,3
15479,2,0,Meal Plan 1,0,Room_Type 1,42,Online,0,91.8,1,0.0,5
15480,4,0,Meal Plan 1,0,Room_Type 6,1,Online,0,120.0,0,0.0,2
15481,2,0,Meal Plan 1,0,Room_Type 4,130,Online,0,109.8,0,0.0,3
15482,2,0,Meal Plan 1,0,Room_Type 1,75,Offline,0,80.75,0,0.0,4
15483,2,0,Not Selected,0,Room_Type 1,139,Online,0,85.5,1,0.0,1
15484,2,0,Not Selected,0,Room_Type 1,6,Online,0,139.0,1,0.0,1
15485,2,0,Meal Plan 1,0,Room_Type 1,62,Online,0,109.8,0,0.0,1
15486,1,0,Meal Plan 1,0,Room_Type 1,0,Complementary,0,0.0,0,0.0,1
15487,2,0,Meal Plan 1,0,Room_Type 1,185,Online,0,81.77,1,0.0,2
15488,2,0,Meal Plan 1,0,Room_Type 4,1,Online,0,99.0,0,0.0,1
15489,2,0,Meal Plan 1,0,Room_Type 1,178,Online,0,96.3,1,0.0,3
15490,1,0,Meal Plan 1,0,Room_Type 4,119,Online,0,144.45,1,0.0,4
15491,2,0,Not Selected,0,Room_Type 1,107,Online,0,61.09,0,0.0,4
15492,2,1,Meal Plan 1,0,Room_Type 1,68,Online,0,121.5,1,0.0,3
15493,2,0,Meal Plan 1,0,Room_Type 1,28,Online,0,118.15,0,0.0,4
15494,1,0,Meal Plan 1,0,Room_Type 1,188,Offline,0,130.0,1,0.0,2
15495,2,0,Meal Plan 1,0,Room_Type 1,5,Online,0,174.0,0,0.0,2
15496,1,0,Meal Plan 1,0,Room_Type 1,16,Online,0,85.0,1,0.0,2
15497,2,0,Meal Plan 1,0,Room_Type 1,317,Offline,0,120.0,1,0.0,2
15498,2,0,Meal Plan 2,0,Room_Type 1,30,Offline,0,121.0,0,0.0,2
15499,1,0,Meal Plan 1,0,Room_Type 1,219,Offline,0,76.67,0,0.0,3
15500,2,0,Meal Plan 1,0,Room_Type 1,49,Online,0,109.8,0,0.0,1
15501,2,0,Meal Plan 1,0,Room_Type 1,11,Online,0,130.0,1,0.0,1
15502,2,1,Meal Plan 1,0,Room_Type 4,46,Online,0,102.6,0,0.0,3
15503,2,0,Meal Plan 2,0,Room_Type 1,34,Offline,0,224.67,1,0.0,3
15504,2,0,Meal Plan 1,0,Room_Type 1,270,Offline,0,80.0,0,0.0,4
15505,1,0,Meal Plan 1,1,Room_Type 1,5,Corporate,0,67.0,0,0.0,3
15506,3,0,Meal Plan 1,0,Room_Type 4,158,Offline,0,107.1,1,0.0,3
15507,2,0,Not Selected,0,Room_Type 1,36,Online,0,116.1,0,0.0,1
15508,3,0,Meal Plan 1,1,Room_Type 4,129,Online,0,151.84,0,0.0,7
15509,2,0,Meal Plan 1,0,Room_Type 1,30,Online,0,139.28,1,0.0,4
15510,2,0,Meal Plan 2,0,Room_Type 1,2,Offline,0,94.5,1,0.0,3
15511,1,0,Meal Plan 1,0,Room_Type 1,0,Corporate,0,95.0,0,0.0,1
15512,2,0,Meal Plan 1,0,Room_Type 1,44,Offline,0,75.0,0,0.0,3
15513,1,0,Meal Plan 1,0,Room_Type 1,57,Offline,0,75.33,0,0.0,3
15514,2,0,Meal Plan 1,0,Room_Type 4,28,Online,0,105.8,1,0.0,3
15515,2,0,Not Selected,0,Room_Type 1,107,Online,0,79.2,1,0.0,1
15516,2,0,Meal Plan 1,0,Room_Type 4,2,Corporate,0,150.0,0,0.0,2
15517,2,0,Meal Plan 1,0,Room_Type 4,15,Online,0,116.0,0,0.0,4
15518,2,0,Meal Plan 1,0,Room_Type 1,163,Online,0,126.9,1,0.0,3
15519,3,0,Meal Plan 1,0,Room_Type 4,19,Online,0,191.0,1,0.0,3
15520,3,0,Meal Plan 1,0,Room_Type 4,38,Online,0,151.47,1,0.0,3
15521,1,0,Meal Plan 2,0,Room_Type 1,23,Offline,0,87.0,0,0.0,3
15522,2,0,Meal Plan 1,0,Room_Type 4,56,Online,0,82.45,1,0.0,7
15523,1,0,Not Selected,0,Room_Type 1,2,Offline,0,75.0,0,0.0,1
15524,2,0,Meal Plan 1,0,Room_Type 1,44,Online,0,99.1,0,0.0,1
15525,2,0,Meal Plan 1,0,Room_Type 4,155,Online,0,118.8,1,0.0,1
15526,2,0,Meal Plan 1,0,Room_Type 1,27,Online,0,93.0,0,0.0,3
15527,1,0,Meal Plan 1,0,Room_Type 1,5,Corporate,0,65.0,0,0.0,1
15528,2,0,Not Selected,0,Room_Type 1,88,Online,0,70.0,1,0.0,1
15529,2,0,Meal Plan 1,0,Room_Type 1,159,Offline,0,70.0,0,0.0,2
15530,1,0,Meal Plan 1,0,Room_Type 1,4,Online,0,143.33,0,0.0,3
15531,3,0,Meal Plan 1,0,Room_Type 4,55,Online,0,159.3,1,0.0,2
15532,1,1,Meal Plan 1,0,Room_Type 6,3,Online,0,199.4,1,0.0,10
15533,2,0,Meal Plan 1,0,Room_Type 1,100,Online,0,90.9,1,0.0,1
15534,2,0,Not Selected,0,Room_Type 1,91,Online,0,116.1,1,0.0,2
15535,1,0,Meal Plan 1,0,Room_Type 1,119,Offline,0,110.0,0,0.0,1
15536,2,0,Meal Plan 1,0,Room_Type 4,99,Online,0,140.4,0,0.0,3
15537,2,0,Meal Plan 1,0,Room_Type 2,216,Online,0,86.63,1,0.0,2
15538,2,0,Meal Plan 1,0,Room_Type 1,9,Online,0,140.0,0,0.0,1
15539,2,0,Meal Plan 1,0,Room_Type 1,1,Online,0,145.5,0,0.0,4
15540,2,0,Meal Plan 1,0,Room_Type 4,83,Online,0,82.45,0,0.0,6
15541,2,0,Meal Plan 1,1,Room_Type 1,72,Online,0,120.6,0,0.0,2
15542,2,0,Meal Plan 1,0,Room_Type 1,29,Online,0,81.2,1,0.0,3
15543,2,0,Meal Plan 1,0,Room_Type 2,304,Online,0,65.6,0,0.0,5
15544,2,0,Meal Plan 1,0,Room_Type 1,46,Online,0,126.9,0,0.0,3
15545,2,0,Meal Plan 1,0,Room_Type 1,19,Offline,0,58.0,0,0.0,4
15546,1,0,Meal Plan 1,1,Room_Type 1,4,Aviation,0,104.0,0,0.0,2
15547,2,1,Meal Plan 1,0,Room_Type 1,133,Online,0,123.25,1,0.0,4
15548,2,0,Not Selected,0,Room_Type 1,1,Online,0,138.0,0,0.0,1
15549,2,0,Meal Plan 1,0,Room_Type 1,122,Offline,0,85.0,0,0.0,2
15550,2,0,Meal Plan 1,0,Room_Type 1,14,Offline,0,110.8,0,0.0,4
15551,1,0,Meal Plan 1,0,Room_Type 1,8,Offline,0,120.0,0,0.0,1
15552,1,0,Meal Plan 1,0,Room_Type 1,99,Corporate,0,81.0,0,0.0,1
15553,2,0,Not Selected,1,Room_Type 1,0,Online,0,75.0,0,0.0,1
15554,2,0,Meal Plan 1,1,Room_Type 1,92,Online,0,85.5,0,0.0,2
15555,2,0,Meal Plan 1,0,Room_Type 1,2,Corporate,0,77.0,1,0.0,3
15556,1,0,Meal Plan 1,0,Room_Type 1,111,Offline,0,120.0,1,0.0,1
15557,1,0,Meal Plan 1,0,Room_Type 1,0,Online,0,129.0,0,0.0,1
15558,2,0,Meal Plan 1,0,Room_Type 1,126,Online,0,88.68,0,0.0,6
15559,1,0,Meal Plan 1,0,Room_Type 1,245,Offline,0,110.0,1,0.0,6
15560,2,0,Meal Plan 1,0,Room_Type 1,5,Online,0,118.0,0,0.0,2
15561,1,0,Meal Plan 1,0,Room_Type 1,0,Corporate,1,65.0,0,0.08695652173913043,2
15562,1,0,Meal Plan 1,0,Room_Type 4,20,Online,0,100.1,0,0.0,1
15563,1,0,Meal Plan 1,0,Room_Type 1,88,Corporate,0,71.0,0,0.0,2
15564,2,0,Meal Plan 1,0,Room_Type 4,35,Online,0,95.4,0,0.0,4
15565,2,0,Meal Plan 1,0,Room_Type 4,117,Online,0,89.25,0,0.0,4
15566,1,0,Meal Plan 1,1,Room_Type 1,15,Corporate,0,81.0,0,0.0,1
15567,2,0,Meal Plan 1,0,Room_Type 4,35,Online,0,157.5,0,0.0,2
15568,2,0,Not Selected,0,Room_Type 1,11,Online,0,81.0,0,0.0,2
15569,2,0,Meal Plan 2,0,Room_Type 1,301,Offline,0,115.0,1,0.0,2
15570,2,0,Meal Plan 1,0,Room_Type 1,3,Offline,0,64.0,0,0.0,3
15571,2,0,Meal Plan 1,0,Room_Type 1,89,Online,0,104.0,0,0.0,2
15572,1,0,Meal Plan 1,0,Room_Type 1,159,Offline,0,65.0,0,0.0,2
15573,2,0,Meal Plan 1,0,Room_Type 1,279,Offline,0,110.0,1,0.0,3
15574,1,0,Meal Plan 1,0,Room_Type 1,188,Offline,0,130.0,1,0.0,2
15575,2,0,Meal Plan 1,0,Room_Type 1,18,Online,0,12.0,0,0.0,3
15576,2,1,Meal Plan 1,0,Room_Type 4,127,Online,0,101.13,0,0.0,8
15577,2,0,Meal Plan 1,0,Room_Type 4,60,Online,0,120.6,1,0.0,5
15578,2,0,Meal Plan 1,0,Room_Type 1,104,Online,0,88.4,0,0.0,4
15579,2,0,Meal Plan 1,0,Room_Type 1,24,Offline,0,72.8,1,0.0,3
15580,1,0,Meal Plan 1,0,Room_Type 1,122,Offline,0,68.0,0,0.0,7
15581,2,0,Meal Plan 1,0,Room_Type 1,172,Online,0,99.45,0,0.0,6
15582,2,0,Meal Plan 1,0,Room_Type 1,55,Offline,0,60.0,0,0.0,3
15583,3,0,Meal Plan 1,0,Room_Type 1,62,Online,0,159.3,1,0.0,3
15584,2,0,Meal Plan 1,0,Room_Type 1,74,Online,0,93.6,1,0.0,2
15585,2,0,Not Selected,0,Room_Type 1,5,Online,0,134.1,1,0.0,1
15586,2,0,Meal Plan 1,0,Room_Type 1,81,Online,0,85.0,1,0.0,1
15587,2,0,Not Selected,0,Room_Type 1,8,Online,1,0.0,0,0.0,1
15588,2,0,Not Selected,0,Room_Type 1,17,Online,0,60.0,0,0.0,2
15589,2,0,Meal Plan 1,0,Room_Type 1,0,Corporate,0,84.0,0,0.0,1
15590,1,0,Meal Plan 1,0,Room_Type 1,1,Offline,0,60.0,1,0.0,3
15591,2,0,Meal Plan 1,0,Room_Type 1,308,Offline,0,52.0,1,0.0,2
15592,1,0,Meal Plan 1,0,Room_Type 1,163,Offline,0,100.0,1,0.0,4
15593,2,1,Meal Plan 1,0,Room_Type 6,72,Online,0,116.27,0,0.0,4
15594,1,0,Meal Plan 1,0,Room_Type 1,64,Corporate,0,130.0,0,0.0,2
15595,2,0,Not Selected,0,Room_Type 1,128,Online,0,100.29,0,0.0,2
15596,2,0,Meal Plan 1,0,Room_Type 1,276,Offline,0,61.0,1,0.0,5
15597,2,0,Meal Plan 1,0,Room_Type 1,159,Offline,0,70.0,0,0.0,2
15598,2,1,Meal Plan 1,0,Room_Type 7,111,Online,0,262.7,1,0.0,2
15599,1,0,Meal Plan 1,0,Room_Type 4,16,Corporate,0,76.0,0,0.0,2
15600,2,0,Meal Plan 1,0,Room_Type 1,275,Offline,0,90.0,1,0.0,5
15601,2,0,Meal Plan 1,0,Room_Type 1,42,Online,0,174.25,0,0.0,3
15602,1,0,Meal Plan 1,0,Room_Type 4,13,Online,0,93.8,0,0.0,1
15603,3,0,Meal Plan 1,0,Room_Type 4,96,Online,0,141.56,0,0.0,7
15604,2,0,Meal Plan 1,0,Room_Type 1,163,Online,0,119.7,1,0.0,3
15605,2,0,Not Selected,0,Room_Type 1,87,Online,0,85.5,1,0.0,2
15606,3,0,Meal Plan 1,0,Room_Type 1,145,Online,0,134.3,0,0.0,4
15607,3,0,Meal Plan 1,0,Room_Type 4,94,Online,0,119.0,0,0.0,4
15608,2,0,Meal Plan 1,1,Room_Type 1,0,Online,0,96.0,0,0.0,1
15609,2,0,Meal Plan 2,0,Room_Type 1,301,Offline,0,115.0,1,0.0,2
15610,2,0,Meal Plan 1,0,Room_Type 1,0,Online,0,135.5,0,0.0,2
15611,2,0,Meal Plan 1,0,Room_Type 1,55,Online,0,56.94,0,0.0,4
15612,2,0,Not Selected,0,Room_Type 1,30,Online,0,125.1,0,0.0,1
15613,2,0,Meal Plan 1,0,Room_Type 4,91,Online,0,133.2,0,0.0,3
15614,2,0,Meal Plan 1,0,Room_Type 1,61,Offline,0,63.58,0,0.0,4
15615,2,0,Meal Plan 1,0,Room_Type 1,168,Offline,0,85.0,1,0.0,3
15616,2,0,Meal Plan 1,0,Room_Type 1,8,Online,0,154.33,0,0.0,3
15617,2,0,Meal Plan 1,0,Room_Type 4,4,Online,0,165.0,0,0.0,1
15618,2,0,Not Selected,0,Room_Type 1,19,Online,0,77.0,0,0.0,1
15619,2,0,Meal Plan 1,0,Room_Type 4,64,Online,0,149.4,0,0.0,2
15620,2,0,Meal Plan 1,0,Room_Type 1,245,Offline,0,75.0,1,0.0,2
15621,2,0,Meal Plan 1,0,Room_Type 1,192,Online,0,99.45,1,0.0,7
15622,2,0,Meal Plan 2,0,Room_Type 1,74,Offline,0,101.5,0,0.0,2
15623,1,1,Not Selected,0,Room_Type 1,84,Online,0,80.1,0,0.0,2
15624,2,1,Meal Plan 1,0,Room_Type 6,28,Online,0,219.0,1,0.0,3
15625,2,0,Not Selected,0,Room_Type 1,13,Online,0,59.33,0,0.0,7
15626,1,0,Meal Plan 1,0,Room_Type 1,22,Corporate,0,65.0,0,0.0,1
15627,2,0,Not Selected,0,Room_Type 1,122,Online,0,94.5,0,0.0,3
15628,2,0,Meal Plan 1,0,Room_Type 1,25,Offline,0,65.0,0,0.0,5
15629,2,0,Meal Plan 1,0,Room_Type 1,6,Offline,0,95.0,0,0.0,4
15630,2,0,Meal Plan 1,0,Room_Type 4,118,Online,0,118.8,0,0.0,3
15631,2,0,Meal Plan 1,0,Room_Type 1,99,Offline,0,65.0,1,0.0,4
15632,2,0,Meal Plan 1,0,Room_Type 1,8,Offline,0,130.0,0,0.0,1
15633,2,0,Meal Plan 1,0,Room_Type 1,63,Online,0,88.4,0,0.0,4
15634,1,0,Meal Plan 1,0,Room_Type 4,73,Online,0,149.4,0,0.0,3
15635,2,0,Meal Plan 1,1,Room_Type 1,6,Online,0,164.5,0,0.0,2
15636,2,0,Meal Plan 1,0,Room_Type 1,32,Online,0,126.9,0,0.0,3
15637,1,0,Meal Plan 2,0,Room_Type 1,2,Offline,0,72.5,0,0.0,3
15638,2,0,Meal Plan 1,0,Room_Type 1,21,Online,0,88.4,0,0.0,7
15639,3,0,Meal Plan 1,0,Room_Type 4,64,Online,0,115.6,0,0.0,4
15640,2,0,Not Selected,0,Room_Type 1,0,Online,0,98.1,0,0.0,3
15641,2,0,Meal Plan 1,0,Room_Type 1,41,Offline,0,85.5,0,0.0,4
15642,2,0,Not Selected,0,Room_Type 1,8,Online,0,119.0,0,0.0,1
15643,2,0,Not Selected,0,Room_Type 2,150,Online,0,0.0,0,0.0,3
15644,3,0,Meal Plan 1,0,Room_Type 4,12,Online,0,133.33,0,0.0,3
15645,2,1,Meal Plan 1,0,Room_Type 1,93,Online,0,134.1,1,0.0,5
15646,2,0,Meal Plan 1,0,Room_Type 1,60,Offline,0,65.0,0,0.0,4
15647,2,0,Meal Plan 1,0,Room_Type 4,48,Online,0,104.4,0,0.0,3
15648,2,0,Meal Plan 1,0,Room_Type 1,209,Online,0,66.53,0,0.0,6
15649,2,0,Meal Plan 2,0,Room_Type 1,133,Offline,0,106.0,0,0.0,5
15650,2,0,Meal Plan 1,0,Room_Type 1,256,Online,0,100.75,1,0.0,5
15651,2,1,Meal Plan 1,0,Room_Type 4,83,Online,0,90.32,0,0.0,4
15652,2,0,Meal Plan 1,0,Room_Type 1,145,Offline,0,65.0,0,0.0,3
15653,2,0,Meal Plan 2,0,Room_Type 1,100,Offline,0,140.0,0,0.0,4
15654,2,0,Meal Plan 2,0,Room_Type 1,12,Online,0,129.0,0,0.0,5
15655,3,0,Meal Plan 1,0,Room_Type 1,67,Offline,0,105.0,0,0.0,2
15656,2,0,Not Selected,0,Room_Type 1,222,Online,0,70.55,0,0.0,5
15657,1,0,Meal Plan 1,0,Room_Type 1,7,Online,0,77.5,0,0.0,3
15658,2,0,Meal Plan 1,0,Room_Type 1,171,Online,0,95.2,0,0.0,4
15659,2,0,Meal Plan 1,0,Room_Type 1,42,Online,0,81.9,0,0.0,2
15660,2,0,Meal Plan 1,0,Room_Type 1,18,Online,0,107.0,0,0.0,2
15661,1,0,Meal Plan 1,0,Room_Type 1,25,Online,0,75.2,0,0.0,1
15662,2,0,Not Selected,0,Room_Type 1,0,Online,0,120.0,0,0.0,1
15663,2,1,Meal Plan 1,0,Room_Type 1,100,Online,0,130.5,0,0.0,4
15664,2,0,Meal Plan 1,0,Room_Type 1,186,Online,0,64.56,1,0.0,3
15665,2,0,Meal Plan 1,0,Room_Type 1,80,Offline,0,68.0,0,0.0,3
15666,2,0,Meal Plan 1,0,Room_Type 1,75,Online,0,88.4,0,0.0,6
15667,2,0,Meal Plan 1,0,Room_Type 1,418,Offline,0,75.0,1,0.0,3
15668,2,0,Meal Plan 1,0,Room_Type 1,89,Online,0,135.9,1,0.0,2
15669,2,0,Not Selected,0,Room_Type 1,0,Online,0,79.0,0,0.0,3
15670,1,0,Not Selected,0,Room_Type 1,1,Online,0,66.7,0,0.0,1
15671,2,0,Meal Plan 1,0,Room_Type 1,26,Online,0,104.0,1,0.0,2
15672,1,0,Meal Plan 1,0,Room_Type 1,17,Offline,0,38.0,0,0.0,3
15673,2,0,Meal Plan 1,0,Room_Type 4,123,Online,0,143.1,1,0.0,6
15674,3,0,Meal Plan 1,0,Room_Type 4,32,Online,0,168.3,1,0.0,3
15675,2,0,Not Selected,1,Room_Type 1,0,Online,0,90.0,0,0.0,1
15676,1,0,Meal Plan 2,0,Room_Type 1,39,Offline,0,73.6,0,0.0,3
15677,2,0,Meal Plan 1,0,Room_Type 1,18,Online,0,80.85,0,0.0,1
15678,2,0,Meal Plan 1,0,Room_Type 4,70,Online,0,127.8,1,0.0,1
15679,1,0,Meal Plan 1,0,Room_Type 1,32,Offline,0,73.0,0,0.0,2
15680,2,0,Meal Plan 2,0,Room_Type 1,100,Offline,0,108.0,1,0.0,1
15681,2,0,Meal Plan 2,0,Room_Type 1,346,Offline,0,115.0,1,0.0,2
15682,2,0,Meal Plan 1,0,Room_Type 4,41,Online,0,140.4,1,0.0,2
15683,2,0,Meal Plan 1,0,Room_Type 1,14,Online,0,111.33,0,0.0,3
15684,2,0,Meal Plan 1,0,Room_Type 1,33,Online,0,55.59,0,0.0,4
15685,1,0,Meal Plan 1,1,Room_Type 1,3,Corporate,1,67.0,0,0.0,1
15686,2,0,Meal Plan 1,0,Room_Type 1,8,Offline,0,130.0,0,0.0,1
15687,3,0,Meal Plan 1,0,Room_Type 4,232,Online,0,110.7,1,0.0,3
15688,2,0,Meal Plan 1,0,Room_Type 4,51,Online,0,71.22,0,0.0,11
15689,2,0,Meal Plan 1,0,Room_Type 1,76,Online,0,90.95,0,0.0,4
15690,1,0,Meal Plan 1,0,Room_Type 1,0,Aviation,0,95.0,0,0.0,2
15691,2,0,Meal Plan 1,0,Room_Type 1,104,Offline,0,75.0,0,0.0,3
15692,1,0,Meal Plan 1,0,Room_Type 1,164,Offline,0,100.0,0,0.0,2
15693,2,0,Not Selected,0,Room_Type 1,97,Online,0,74.8,1,0.0,4
15694,1,0,Meal Plan 2,0,Room_Type 1,301,Offline,0,90.0,0,0.0,2
15695,2,1,Meal Plan 2,0,Room_Type 1,52,Offline,0,107.0,0,0.0,3
15696,1,0,Meal Plan 2,0,Room_Type 1,6,Online,0,0.0,0,0.0,2
15697,2,0,Not Selected,0,Room_Type 1,1,Online,0,77.71,0,0.0,2
15698,2,0,Meal Plan 1,0,Room_Type 1,107,Offline,0,130.0,0,0.0,2
15699,1,0,Meal Plan 1,0,Room_Type 1,13,Online,0,115.0,1,0.0,2
15700,1,0,Meal Plan 1,0,Room_Type 1,7,Corporate,0,65.0,0,0.0,1
15701,2,0,Not Selected,0,Room_Type 1,0,Online,0,149.0,0,0.0,3
15702,1,0,Meal Plan 1,0,Room_Type 1,151,Offline,0,80.0,0,0.0,3
15703,2,0,Meal Plan 1,0,Room_Type 1,19,Online,0,102.0,0,0.0,5
15704,2,0,Meal Plan 1,0,Room_Type 1,10,Online,0,93.0,1,0.0,3
15705,2,0,Meal Plan 2,0,Room_Type 1,309,Offline,0,101.0,1,0.0,3
15706,2,0,Meal Plan 1,0,Room_Type 1,125,Online,0,76.5,1,0.0,6
15707,1,0,Meal Plan 1,0,Room_Type 1,151,Offline,0,80.0,0,0.0,3
15708,1,0,Not Selected,0,Room_Type 1,1,Online,0,78.0,0,0.0,3
15709,2,0,Meal Plan 1,0,Room_Type 1,8,Online,0,133.6,0,0.0,5
15710,2,0,Not Selected,0,Room_Type 1,2,Online,0,89.0,0,0.0,1
15711,2,0,Meal Plan 1,0,Room_Type 1,270,Offline,0,62.8,1,0.0,4
15712,2,0,Meal Plan 1,0,Room_Type 4,4,Offline,0,80.2,0,0.0,6
15713,2,0,Meal Plan 1,0,Room_Type 1,17,Offline,0,87.0,0,0.0,3
15714,2,0,Not Selected,0,Room_Type 1,10,Online,0,139.0,1,0.0,1
15715,2,0,Meal Plan 1,0,Room_Type 1,85,Offline,0,85.0,0,0.0,4
15716,3,0,Meal Plan 1,0,Room_Type 4,117,Online,0,159.3,1,0.0,5
15717,2,0,Meal Plan 1,0,Room_Type 1,2,Online,0,121.0,0,0.0,3
15718,2,0,Meal Plan 1,0,Room_Type 1,12,Online,0,171.33,0,0.0,3
15719,2,1,Meal Plan 1,0,Room_Type 6,77,Online,0,198.9,0,0.0,4
15720,2,0,Meal Plan 1,0,Room_Type 1,88,Online,0,54.63,0,0.0,7
15721,2,0,Meal Plan 1,0,Room_Type 1,238,Online,0,86.7,1,0.0,3
15722,1,0,Meal Plan 1,1,Room_Type 1,4,Online,0,100.0,0,0.0,1
15723,2,0,Meal Plan 1,0,Room_Type 1,212,Online,0,129.65,1,0.0,4
15724,3,0,Meal Plan 1,0,Room_Type 4,95,Online,0,119.0,0,0.0,4
15725,2,0,Meal Plan 1,0,Room_Type 1,48,Online,0,144.9,0,0.0,2
15726,2,0,Not Selected,0,Room_Type 1,240,Online,0,85.5,1,0.0,3
15727,2,0,Meal Plan 1,0,Room_Type 1,107,Online,0,90.0,0,0.0,2
15728,2,0,Not Selected,0,Room_Type 1,61,Online,0,74.8,1,0.0,4
15729,1,0,Meal Plan 1,0,Room_Type 1,47,Online,0,127.0,1,0.0,2
15730,2,0,Not Selected,0,Room_Type 1,1,Online,0,129.0,0,0.0,1
15731,3,0,Meal Plan 1,0,Room_Type 4,87,Online,0,135.27,0,0.0,2
15732,2,0,Meal Plan 2,0,Room_Type 1,39,Offline,0,101.5,0,0.0,2
15733,2,0,Meal Plan 1,0,Room_Type 1,6,Corporate,0,110.0,0,0.0,2
15734,2,0,Meal Plan 1,0,Room_Type 1,27,Online,0,113.0,0,0.0,3
15735,2,0,Not Selected,0,Room_Type 1,184,Online,0,69.9,1,0.0,3
15736,2,0,Meal Plan 1,0,Room_Type 1,193,Online,0,95.2,1,0.0,4
15737,2,0,Not Selected,0,Room_Type 1,31,Online,0,67.5,1,0.0,2
15738,2,0,Meal Plan 1,0,Room_Type 1,253,Offline,0,90.0,1,0.0,4
15739,2,0,Not Selected,0,Room_Type 1,171,Online,0,92.82,1,0.0,5
15740,2,0,Not Selected,0,Room_Type 1,0,Online,0,158.0,1,0.0,1
15741,1,0,Meal Plan 1,0,Room_Type 1,188,Offline,0,130.0,1,0.0,2
15742,2,0,Meal Plan 1,0,Room_Type 4,13,Offline,0,52.5,0,0.0,4
15743,2,0,Meal Plan 1,0,Room_Type 1,122,Online,0,105.3,1,0.0,1
15744,1,0,Meal Plan 1,0,Room_Type 1,3,Corporate,0,80.0,1,0.0,1
15745,2,0,Meal Plan 1,0,Room_Type 1,230,Online,0,119.85,1,0.0,4
15746,2,0,Meal Plan 1,0,Room_Type 1,294,Online,0,82.11,0,0.0,5
15747,2,0,Not Selected,0,Room_Type 1,95,Online,0,81.5,0,0.0,3
15748,2,0,Meal Plan 1,0,Room_Type 1,12,Online,0,147.0,0,0.0,2
15749,2,0,Meal Plan 1,0,Room_Type 4,0,Online,0,155.0,0,0.0,1
15750,3,0,Meal Plan 1,0,Room_Type 1,79,Offline,0,105.0,0,0.0,3
15751,2,0,Not Selected,0,Room_Type 1,0,Online,0,114.0,0,0.0,1
15752,1,0,Meal Plan 1,0,Room_Type 1,0,Corporate,1,66.0,0,0.0,1
15753,2,0,Meal Plan 1,0,Room_Type 1,77,Online,0,76.5,1,0.0,7
15754,1,0,Meal Plan 1,0,Room_Type 1,51,Online,0,90.0,1,0.0,4
15755,3,0,Meal Plan 1,0,Room_Type 4,69,Online,0,137.7,0,0.0,2
15756,2,0,Meal Plan 2,0,Room_Type 1,2,Offline,0,94.5,1,0.0,3
15757,2,0,Meal Plan 1,0,Room_Type 1,124,Online,0,114.3,1,0.0,3
15758,2,0,Meal Plan 2,0,Room_Type 1,265,Offline,0,115.0,1,0.0,2
15759,2,0,Meal Plan 1,0,Room_Type 1,224,Offline,0,65.0,0,0.0,3
15760,2,0,Meal Plan 1,0,Room_Type 1,207,Offline,0,95.0,0,0.0,3
15761,2,0,Meal Plan 1,1,Room_Type 1,192,Online,0,105.3,1,0.0,3
15762,2,1,Meal Plan 1,0,Room_Type 1,64,Online,0,119.17,0,0.0,5
15763,2,1,Meal Plan 1,0,Room_Type 1,64,Online,0,115.03,0,0.0,6
15764,2,0,Meal Plan 1,0,Room_Type 1,1,Online,0,90.0,0,0.0,4
15765,1,0,Meal Plan 1,0,Room_Type 1,32,Online,0,143.28,1,0.0,2
15766,2,0,Meal Plan 1,0,Room_Type 4,20,Online,0,174.0,0,0.0,2
15767,2,0,Meal Plan 1,0,Room_Type 4,23,Online,0,148.0,0,0.0,2
15768,2,0,Meal Plan 1,0,Room_Type 1,14,Online,0,145.67,0,0.0,3
15769,2,0,Meal Plan 1,0,Room_Type 1,211,Offline,0,100.0,1,0.0,2
15770,2,0,Meal Plan 1,0,Room_Type 4,1,Offline,0,51.5,0,0.0,3
15771,2,0,Meal Plan 1,0,Room_Type 1,101,Offline,0,80.0,1,0.0,3
15772,2,1,Meal Plan 1,0,Room_Type 2,259,Online,0,73.41,0,0.0,7
15773,2,0,Meal Plan 1,0,Room_Type 1,19,Offline,1,90.0,0,1.0,3
15774,2,0,Meal Plan 1,0,Room_Type 1,54,Offline,0,85.0,1,0.0,5
15775,2,0,Meal Plan 1,0,Room_Type 4,54,Offline,0,60.0,0,0.0,4
15776,2,0,Not Selected,0,Room_Type 1,49,Online,0,93.15,1,0.0,1
15777,2,0,Meal Plan 1,0,Room_Type 1,18,Online,0,93.0,0,0.0,2
15778,2,0,Meal Plan 1,0,Room_Type 1,204,Offline,0,72.75,0,0.0,4
15779,2,0,Meal Plan 1,0,Room_Type 1,286,Offline,0,90.0,1,0.0,1
15780,2,0,Meal Plan 1,0,Room_Type 1,2,Online,0,120.0,0,0.0,2
15781,2,1,Meal Plan 1,0,Room_Type 6,195,Online,0,158.95,1,0.0,4
15782,2,0,Meal Plan 1,1,Room_Type 1,65,Corporate,1,87.0,0,0.0,1
15783,2,0,Meal Plan 1,0,Room_Type 4,176,Online,0,112.2,1,0.0,7
15784,2,0,Meal Plan 2,0,Room_Type 1,105,Offline,0,110.0,1,0.0,3
15785,1,0,Not Selected,0,Room_Type 1,36,Online,0,109.0,0,0.0,3
